"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.348115365E0,6.898293495E-1,9.337685585E0,5.701192856E0,1.096229158E1
1.350115365E0,7.257423997E-1,9.347262383E0,5.715558052E0,1.098023770E1
1.352115365E0,7.712322474E-1,9.359233856E0,5.725134850E0,1.099851020E1
1.354115365E0,8.215104342E-1,9.371204376E0,5.739500046E0,1.101980996E1
1.356115365E0,8.792705536E-1,9.380781174E0,5.739500046E0,1.103240830E1
1.358115365E0,9.391255975E-1,9.392752647E0,5.729923248E0,1.104254407E1
1.360115365E0,9.965864420E-1,9.404723167E0,5.713163853E0,1.104908338E1
1.362115365E0,1.049258947E0,9.416694641E0,5.703587055E0,1.105920375E1
1.364115365E0,1.101931334E0,9.421483040E0,5.713163853E0,1.107333900E1
1.366115365E0,1.154603720E0,9.423876762E0,5.727529049E0,1.108815368E1
1.368115365E0,1.197699428E0,9.423876762E0,5.720346451E0,1.108901712E1
1.370115365E0,1.228824019E0,9.426271439E0,5.696404457E0,1.108213091E1
1.372115365E0,1.250371814E0,9.431059837E0,5.653308868E0,1.106653607E1
1.374115365E0,1.262342811E0,9.433453560E0,5.603030682E0,1.104434282E1
1.376115365E0,1.274313807E0,9.438241959E0,5.550358295E0,1.102319210E1
1.378115365E0,1.276708007E0,9.435848236E0,5.497685432E0,1.099498797E1
1.380115365E0,1.262342811E0,9.433453560E0,5.447407246E0,1.096621180E1
1.382115365E0,1.243189216E0,9.438241959E0,5.397129059E0,1.094325970E1
1.384115365E0,1.221641421E0,9.438241959E0,5.349245071E0,1.091729096E1
1.386115365E0,1.200093627E0,9.438241959E0,5.303455830E0,1.089253321E1
1.388115365E0,1.178545833E0,9.438241959E0,5.269937038E0,1.087389617E1
1.390115365E0,1.152209520E0,9.440636635E0,5.236418247E0,1.085694630E1
1.392115365E0,1.116296530E0,9.438241959E0,5.205293655E0,1.083612529E1
1.394115365E0,1.085171938E0,9.431059837E0,5.176563263E0,1.081292259E1
1.396115365E0,1.046864748E0,9.414299965E0,5.159803867E0,1.078649830E1
1.398115365E0,9.965864420E-1,9.392752647E0,5.152621269E0,1.075948385E1
1.400115365E0,9.343371987E-1,9.364022255E0,5.152621269E0,1.072881190E1
1.402115365E0,8.744821548E-1,9.325715065E0,5.152621269E0,1.069033145E1
1.404115365E0,8.239046335E-1,9.289801598E0,5.150227070E0,1.065382896E1
1.406115365E0,7.712322474E-1,9.251194954E0,5.147832870E0,1.061506432E1
1.408115365E0,7.137714028E-1,9.205705643E0,5.140650272E0,1.056791234E1
1.410115365E0,6.539163589E-1,9.150638580E0,5.123890877E0,1.050790420E1
1.412115365E0,5.868787169E-1,9.095572472E0,5.097554684E0,1.044312831E1
1.414115365E0,5.198410153E-1,9.052476883E0,5.066430092E0,1.038683235E1
1.416115365E0,4.671685994E-1,9.004592896E0,5.035305500E0,1.032740244E1
1.418115365E0,4.097077549E-1,8.954314232E0,4.989815712E0,1.025894072E1
1.420115365E0,3.283049166E-1,8.911218643E0,4.939537525E0,1.019395079E1
1.422115365E0,2.394201756E-1,8.882488251E0,4.882076740E0,1.013856957E1
1.424115365E0,1.628057212E-1,8.863334656E0,4.824615479E0,1.009267662E1
1.426115365E0,9.816227108E-2,8.848969460E0,4.776731491E0,1.005639399E1
1.428115365E0,3.351882473E-2,8.834604263E0,4.742913723E0,1.002729209E1
1.430115365E0,-2.394201607E-2,8.815450668E0,4.716577530E0,9.997942153E0
1.432115365E0,-7.900865376E-2,8.798690796E0,4.683058739E0,9.967659767E0
1.434115365E0,-1.340752989E-1,8.786720276E0,4.635174274E0,9.935253894E0
1.436115365E0,-1.915361285E-1,8.769960403E0,4.577713490E0,9.894662822E0
1.438115365E0,-2.489969730E-1,8.755595207E0,4.508281708E0,9.851246159E0
1.440115365E0,-3.091512918E-1,8.743624687E0,4.434061527E0,9.808539586E0
1.442115365E0,-3.666121364E-1,8.729259491E0,4.357447147E0,9.763284353E0
1.444115365E0,-4.216787815E-1,8.714894295E0,4.288015366E0,9.721845058E0
1.446115365E0,-4.743511975E-1,8.697835922E0,4.216189384E0,9.677479616E0
1.448115365E0,-5.222352743E-1,8.681076050E0,4.134487152E0,9.629527251E0
1.450115365E0,-5.725134611E-1,8.661922455E0,4.050690174E0,9.579392630E0
1.452115365E0,-6.227917075E-1,8.642768860E0,3.971681356E0,9.532028948E0
1.454115365E0,-6.682815552E-1,8.626008987E0,3.887884378E0,9.485266271E0
1.456115365E0,-7.041945457E-1,8.609250069E0,3.794510365E0,9.434690541E0
1.458115365E0,-7.377133965E-1,8.587701797E0,3.691559792E0,9.376590900E0
1.460115365E0,-7.736264467E-1,8.570942879E0,3.578732967E0,9.320240842E0
1.462115365E0,-8.023568392E-1,8.554183006E0,3.463811398E0,9.263682464E0
1.464115365E0,-8.191162348E-1,8.532635689E0,3.334524393E0,9.197601651E0
1.466115365E0,-8.334814906E-1,8.511087418E0,3.188478231E0,9.126866596E0
1.468115365E0,-8.505401611E-1,8.494328499E0,3.032555819E0,9.059438725E0
1.470115365E0,-8.696937561E-1,8.482357025E0,2.879326820E0,8.999848380E0
1.472115365E0,-8.744821548E-1,8.470386505E0,2.735674620E0,8.944052896E0
1.474115365E0,-8.696937561E-1,8.465598106E0,2.592022657E0,8.896139611E0
1.476115365E0,-8.601169586E-1,8.463203430E0,2.450465441E0,8.852705482E0
1.478115365E0,-8.481459618E-1,8.463203430E0,2.318784237E0,8.816003869E0
1.480115365E0,-8.191162348E-1,8.460809708E0,2.220622063E0,8.785636839E0
1.482115365E0,-7.640495896E-1,8.467991829E0,2.208651066E0,8.784577219E0
1.484115365E0,-6.994061470E-1,8.477568626E0,2.242169857E0,8.796912211E0
1.486115365E0,-6.682815552E-1,8.487145424E0,2.187103271E0,8.789861114E0
1.488115365E0,-6.754641533E-1,8.503905296E0,2.017114878E0,8.765923200E0
1.490115365E0,-6.994061470E-1,8.527847290E0,1.808520079E0,8.745518466E0
1.492115365E0,-7.209540009E-1,8.549394608E0,1.640926003E0,8.735248192E0
1.494115365E0,-7.185598016E-1,8.563759804E0,1.530792713E0,8.729125758E0
1.496115365E0,-7.018003464E-1,8.575731277E0,1.463755012E0,8.728016350E0
1.498115365E0,-6.946177483E-1,8.599673271E0,1.435024619E0,8.746208884E0
1.500115365E0,-7.041945457E-1,8.626008987E0,1.435024619E0,8.772868212E0
1.502115365E0,-7.281365991E-1,8.645163536E0,1.449389815E0,8.796008544E0
1.504115365E0,-7.616553903E-1,8.654740334E0,1.473331928E0,8.812227649E0
1.506115365E0,-7.999626398E-1,8.659528732E0,1.502062321E0,8.825166815E0
1.508115365E0,-8.286930919E-1,8.659528732E0,1.516427517E0,8.830273072E0
1.510115365E0,-8.529343605E-1,8.657134056E0,1.511639118E0,8.829412206E0
1.512115365E0,-8.744821548E-1,8.654740334E0,1.487697124E0,8.825105779E0
1.514115365E0,-8.936358094E-1,8.640374184E0,1.449389815E0,8.806553346E0
1.516115365E0,-9.056068063E-1,8.621220589E0,1.403900027E0,8.781600276E0
1.518115365E0,-9.103952050E-1,8.604461670E0,1.367687702E0,8.759917220E0
1.520115365E0,-9.080010056E-1,8.587701797E0,1.358110905E0,8.741713403E0
1.522115365E0,-8.984242082E-1,8.570942879E0,1.355716705E0,8.723886500E0
1.524115365E0,-8.912416101E-1,8.561366081E0,1.322197914E0,8.708588181E0
1.526115365E0,-8.912416101E-1,8.549394608E0,1.247977614E0,8.685845260E0
1.528115365E0,-8.936358094E-1,8.539817810E0,1.156997919E0,8.664047401E0
1.530115365E0,-8.840589523E-1,8.544606209E0,1.066018343E0,8.656110593E0
1.532115365E0,-8.649053574E-1,8.554183006E0,9.846154451E-1,8.653991897E0
1.534115365E0,-8.433575630E-1,8.573336601E0,9.103952050E-1,8.662688491E0
1.536115365E0,-8.167220354E-1,8.597278595E0,8.433575630E-1,8.677066676E0
1.538115365E0,-7.808090448E-1,8.616432190E0,7.784148455E-1,8.686684990E0
1.540115365E0,-7.425017953E-1,8.633192062E0,7.185598016E-1,8.694805477E0
1.542115365E0,-7.209540009E-1,8.657134056E0,6.682815552E-1,8.712769076E0
1.544115365E0,-7.089830041E-1,8.690652847E0,6.156091094E-1,8.741228654E0
1.546115365E0,-6.970119476E-1,8.726864815E0,5.653308630E-1,8.772889725E0
1.548115365E0,-6.946177483E-1,8.755595207E0,5.222352743E-1,8.798617558E0
1.550115365E0,-7.065888047E-1,8.784325600E0,4.887164235E-1,8.826238594E0
1.552115365E0,-7.233482003E-1,8.820239067E0,4.695627987E-1,8.862298745E0
1.554115365E0,-7.401075959E-1,8.865729332E0,4.623802006E-1,8.908575155E0
1.556115365E0,-7.592611909E-1,8.913613319E0,4.719569981E-1,8.958332622E0
1.558115365E0,-7.903858423E-1,8.959102631E0,5.054758191E-1,9.008092780E0
1.560115365E0,-8.358756900E-1,9.006986618E0,5.653308630E-1,9.063337966E0
1.562115365E0,-8.912416101E-1,9.054870605E0,6.706757545E-1,9.123310762E0
1.564115365E0,-9.319429994E-1,9.097966194E0,8.143278360E-1,9.181755630E0
1.566115365E0,-9.630676508E-1,9.121908188E0,9.846154451E-1,9.225300855E0
1.568115365E0,-9.870096445E-1,9.138668060E0,1.154603720E0,9.264046184E0
1.570115365E0,-1.010951638E0,9.153033257E0,1.310226917E0,9.301437286E0
1.572115365E0,-1.032499433E0,9.165003777E0,1.439813018E0,9.334688577E0
1.574115365E0,-1.049258947E0,9.165003777E0,1.559523106E0,9.355765649E0
1.576115365E0,-1.063624144E0,9.157821655E0,1.669656396E0,9.369351433E0
1.578115365E0,-1.073200941E0,9.153033257E0,1.763030291E0,9.382859578E0
1.580115365E0,-1.089960337E0,9.150638580E0,1.846827388E0,9.398562197E0
1.582115365E0,-1.113902330E0,9.141061783E0,1.925835967E0,9.407902694E0
1.584115365E0,-1.137844324E0,9.133879662E0,2.007538080E0,9.420862833E0
1.586115365E0,-1.164180517E0,9.133879662E0,2.084152699E0,9.440697348E0
1.588115365E0,-1.195305228E0,9.129091263E0,2.141613483E0,9.452807529E0
1.590115365E0,-1.233612418E0,9.117119789E0,2.175132275E0,9.453828497E0
1.592115365E0,-1.264737010E0,9.097966194E0,2.189497471E0,9.442798724E0
1.594115365E0,-1.303044319E0,9.076418877E0,2.182314873E0,9.425592943E0
1.596115365E0,-1.343745708E0,9.057265282E0,2.153584480E0,9.406254995E0
1.598115365E0,-1.391629696E0,9.042900085E0,2.110488892E0,9.389613332E0
1.600115365E0,-1.446995616E0,9.033323288E0,2.048239470E0,9.374967246E0
1.602115365E0,-1.485302925E0,9.026140213E0,1.969230890E0,9.357093685E0
1.604115365E0,-1.506850719E0,9.023746490E0,1.877951980E0,9.339448777E0
1.606115365E0,-1.530792713E0,9.021351814E0,1.786972284E0,9.323163885E0
1.608115365E0,-1.569099903E0,9.026140213E0,1.722328901E0,9.322000777E0
1.610115365E0,-1.609801412E0,9.038111687E0,1.686415792E0,9.333966020E0
1.612115365E0,-1.638531804E0,9.047688484E0,1.631349206E0,9.338455633E0
1.614115365E0,-1.652897000E0,9.040505409E0,1.537975311E0,9.318163693E0
1.616115365E0,-1.660079598E0,9.030928612E0,1.415871024E0,9.290760282E0
1.618115365E0,-1.660079598E0,9.021351814E0,1.295861721E0,9.263903628E0
1.620115365E0,-1.652897000E0,9.018958092E0,1.190516829E0,9.246134537E0
1.622115365E0,-1.643320203E0,9.026140213E0,1.099537134E0,9.240167225E0
1.624115365E0,-1.633743405E0,9.038111687E0,1.018134236E0,9.240842911E0
1.626115365E0,-1.631349206E0,9.050082207E0,9.534908533E-1,9.245238395E0
1.628115365E0,-1.640926003E0,9.062053680E0,8.936358094E-1,9.252677451E0
1.630115365E0,-1.645714402E0,9.074024200E0,8.406640887E-1,9.260291961E0
1.632115365E0,-1.640926003E0,9.088389397E0,8.071452379E-1,9.270541700E0
1.634115365E0,-1.633743405E0,9.105149269E0,7.903858423E-1,9.284264672E0
1.636115365E0,-1.616984010E0,9.126696587E0,7.832032442E-1,9.301861921E0
1.638115365E0,-1.602618814E0,9.150638580E0,7.784148455E-1,9.322473017E0
1.640115365E0,-1.583465099E0,9.165003777E0,7.760206461E-1,9.333105806E0
1.642115365E0,-1.564311504E0,9.174580574E0,7.712322474E-1,9.338886356E0
1.644115365E0,-1.540369511E0,9.188945770E0,7.616553903E-1,9.348239488E0
1.646115365E0,-1.528398514E0,9.200917244E0,7.425017953E-1,9.356505174E0
1.648115365E0,-1.526004314E0,9.205705643E0,7.161656022E-1,9.358771218E0
1.650115365E0,-1.514033318E0,9.196128845E0,6.898293495E-1,9.345423862E0
1.652115365E0,-1.449389815E0,9.162610054E0,6.730699539E-1,9.300923449E0
1.654115365E0,-1.317409515E0,9.093177795E0,6.563105583E-1,9.211525053E0
1.656115365E0,-1.173757434E0,9.016563416E0,6.275801063E-1,9.114273374E0
1.658115365E0,-1.161786318E0,9.006986618E0,5.892729163E-1,9.100703157E0
1.660115365E0,-1.295861721E0,9.052476883E0,5.677250624E-1,9.162363618E0
1.662115365E0,-1.444601417E0,9.107542992E0,5.581482649E-1,9.238275926E0
1.664115365E0,-1.526004314E0,9.145850182E0,5.342062712E-1,9.287660688E0
1.666115365E0,-1.557128906E0,9.176975250E0,4.815338254E-1,9.320590110E0
1.668115365E0,-1.564311504E0,9.205705643E0,4.001309574E-1,9.346239439E0
1.670115365E0,-1.552340508E0,9.234436035E0,3.235165179E-1,9.369590860E0
1.672115365E0,-1.528398514E0,9.253589630E0,2.537853718E-1,9.382394688E0
1.674115365E0,-1.502062321E0,9.265859604E0,1.987187415E-1,9.388920841E0
1.676115365E0,-1.490091324E0,9.287407875E0,1.628057212E-1,9.407593895E0
1.678115365E0,-1.502062321E0,9.313743591E0,1.460463107E-1,9.435218091E0
1.680115365E0,-1.511639118E0,9.337685585E0,1.412578970E-1,9.460305423E0
1.682115365E0,-1.502062321E0,9.354445457E0,1.364694983E-1,9.475255403E0
1.684115365E0,-1.490091324E0,9.366415977E0,1.221042871E-1,9.484989714E0
1.686115365E0,-1.485302925E0,9.380781174E0,1.005564705E-1,9.498173078E0
1.688115365E0,-1.468543410E0,9.390357971E0,7.900865376E-2,9.504824298E0
1.690115365E0,-1.427842021E0,9.385569572E0,5.746084079E-2,9.493732184E0
1.692115365E0,-1.365293503E0,9.368810654E0,4.070143029E-2,9.467855936E0
1.694115365E0,-1.288679123E0,9.347262383E0,3.351882473E-2,9.435736932E0
1.696115365E0,-1.221641421E0,9.337685585E0,3.351882473E-2,9.417319330E0
1.698115365E0,-1.164180517E0,9.335291862E0,3.591302410E-2,9.407671347E0
1.700115365E0,-1.118690729E0,9.337685585E0,5.506663769E-2,9.404619789E0
1.702115365E0,-1.070806742E0,9.330503464E0,8.619125932E-2,9.392143041E0
1.704115365E0,-1.027711034E0,9.316138268E0,1.173158810E-1,9.373387072E0
1.706115365E0,-9.798270464E-1,9.306561470E0,1.388636976E-1,9.359029360E0
1.708115365E0,-9.271546006E-1,9.304166794E0,1.388636976E-1,9.351278977E0
1.710115365E0,-8.696937561E-1,9.301773071E0,1.173158810E-1,9.343078321E0
1.712115365E0,-8.071452379E-1,9.294589996E0,8.379705995E-2,9.329946869E0
1.714115365E0,-7.496843934E-1,9.280224800E0,4.548983276E-2,9.310567564E0
1.716115365E0,-7.233482003E-1,9.320926666E0,9.576806799E-3,9.348957068E0
1.718115365E0,-7.544727921E-1,9.495702744E0,2.633621916E-2,9.525664984E0
1.720115365E0,-7.879916430E-1,9.632172585E0,3.591302410E-2,9.664417689E0
1.722115365E0,-8.481459618E-1,9.711181641E0,4.788403399E-3,9.748149740E0
1.724115365E0,-9.391255975E-1,9.696816444E0,-3.112462163E-2,9.742236642E0
1.726115365E0,-8.601169586E-1,9.457395554E0,-7.182604820E-2,9.496698943E0
1.728115365E0,-5.796960592E-1,9.093177795E0,-1.077390760E-1,9.112274011E0
1.730115365E0,-2.801215947E-1,8.772355080E0,-1.149216816E-1,8.777578752E0
1.732115365E0,-1.149216816E-1,8.568548203E0,-1.244984865E-1,8.570223169E0
1.734115365E0,-9.337386489E-2,8.467991829E0,-1.891419291E-1,8.470618570E0
1.736115365E0,-1.316810995E-1,8.446444511E0,-3.115454912E-1,8.453213909E0
1.738115365E0,-1.508347094E-1,8.467991829E0,-4.528034031E-1,8.481430755E0
1.740115365E0,-1.244984865E-1,8.513482094E0,-5.557540655E-1,8.532510757E0
1.742115365E0,-6.703764945E-2,8.587701797E0,-6.060323119E-1,8.609320030E0
1.744115365E0,0.000000000E0,8.705317497E0,-6.227917075E-1,8.727566799E0
1.746115365E0,4.788403213E-2,8.841787338E0,-6.347627044E-1,8.864672578E0
1.748115365E0,6.224924326E-2,8.990227699E0,-6.778583527E-1,9.015961457E0
1.750115365E0,6.224924326E-2,9.141061783E0,-7.472901940E-1,9.171767993E0
1.752115365E0,6.464344263E-2,9.277831078E0,-8.358756900E-1,9.315632906E0
1.754115365E0,5.985504389E-2,9.378387451E0,-9.463081956E-1,9.426199288E0
1.756115365E0,5.506663769E-2,9.445425034E0,-1.075595140E0,9.506628809E0
1.758115365E0,5.746084079E-2,9.478943825E0,-1.207276225E0,9.555689073E0
1.760115365E0,6.224924326E-2,9.474155426E0,-1.322197914E0,9.566174958E0
1.762115365E0,7.182604820E-2,9.435848236E0,-1.415871024E0,9.541754643E0
1.764115365E0,8.379705995E-2,9.371204376E0,-1.480514526E0,9.487803575E0
1.766115365E0,9.337386489E-2,9.289801598E0,-1.521215916E0,9.413991197E0
1.768115365E0,8.619125932E-2,9.196128845E0,-1.547552109E0,9.325831448E0
1.770115365E0,7.422025502E-2,9.105149269E0,-1.564311504E0,9.238848540E0
1.772115365E0,6.943184882E-2,9.016563416E0,-1.561917305E0,9.151110439E0
1.774115365E0,7.661445439E-2,8.947132111E0,-1.545157909E0,9.079898443E0
1.776115365E0,9.097966552E-2,8.906430244E0,-1.526004314E0,9.036673402E0
1.778115365E0,9.816227108E-2,8.894459724E0,-1.516427517E0,9.023336525E0
1.780115365E0,1.029506698E-1,8.896853447E0,-1.506850719E0,9.024145344E0
1.782115365E0,1.077390760E-1,8.916007042E0,-1.480514526E0,9.038734012E0
1.784115365E0,1.268926859E-1,8.947132111E0,-1.446995616E0,9.064274437E0
1.786115365E0,1.556231081E-1,8.997409821E0,-1.418265224E0,9.109834152E0
1.788115365E0,1.915361285E-1,9.050082207E0,-1.396418095E0,9.159184327E0
1.790115365E0,2.322375625E-1,9.102754593E0,-1.384447098E0,9.210362058E0
1.792115365E0,2.657563984E-1,9.148244858E0,-1.370081902E0,9.254087468E0
1.794115365E0,2.876034677E-1,9.181763649E0,-1.358110905E0,9.286116771E0
1.796115365E0,3.067570925E-1,9.208099365E0,-1.343745708E0,9.310684527E0
1.798115365E0,3.378817141E-1,9.229647636E0,-1.322197914E0,9.329992865E0
1.800115365E0,3.666121364E-1,9.239224434E0,-1.298255920E0,9.337191282E0
1.802115365E0,3.737947345E-1,9.246406555E0,-1.274313807E0,9.341286441E0
1.804115365E0,3.594295382E-1,9.253589630E0,-1.257554412E0,9.345563318E0
1.806115365E0,3.426701128E-1,9.258378029E0,-1.257554412E0,9.349675376E0
1.808115365E0,3.259107172E-1,9.260771751E0,-1.247977614E0,9.350163600E0
1.810115365E0,3.163338900E-1,9.255983353E0,-1.207276225E0,9.339743617E0
1.812115365E0,3.067570925E-1,9.255983353E0,-1.140238523E0,9.330995211E0
1.814115365E0,3.067570925E-1,9.258378029E0,-1.066018343E0,9.324594294E0
1.816115365E0,3.187280893E-1,9.260771751E0,-9.822212458E-1,9.318167180E0
1.818115365E0,3.378817141E-1,9.251194954E0,-8.960300088E-1,9.300625888E0
1.820115365E0,3.522469103E-1,9.236829758E0,-8.023568392E-1,9.278301480E0
1.822115365E0,3.714005351E-1,9.232041359E0,-6.994061470E-1,9.265942746E0
1.824115365E0,3.929483593E-1,9.232041359E0,-5.868787169E-1,9.259018452E0
1.826115365E0,4.121019542E-1,9.234436035E0,-4.695627987E-1,9.255545696E0
1.828115365E0,4.264671803E-1,9.236829758E0,-3.450643122E-1,9.253105836E0
1.830115365E0,4.456208050E-1,9.232041359E0,-2.178723514E-1,9.245357425E0
1.832115365E0,4.743511975E-1,9.220070839E0,-1.053448766E-1,9.232865908E0
1.834115365E0,5.078700185E-1,9.210494041E0,4.788403399E-3,9.224486727E0
1.836115365E0,5.389946699E-1,9.205705643E0,1.173158810E-1,9.222217448E0
1.838115365E0,5.701192617E-1,9.198522568E0,2.274491638E-1,9.218979690E0
1.840115365E0,6.060323119E-1,9.198522568E0,3.330933154E-1,9.224480676E0
1.842115365E0,6.443395615E-1,9.196128845E0,4.480150044E-1,9.229554521E0
1.844115365E0,6.754641533E-1,9.186552048E0,5.485714674E-1,9.227671483E0
1.846115365E0,6.970119476E-1,9.184157372E0,6.323685050E-1,9.232251199E0
1.848115365E0,7.041945457E-1,9.193734169E0,7.209540009E-1,9.248806009E0
1.850115365E0,6.922235489E-1,9.212887764E0,8.310872912E-1,9.276161948E0
1.852115365E0,6.395511031E-1,9.273042679E0,9.582792521E-1,9.344337604E0
1.854115365E0,5.006874204E-1,9.450213432E0,1.113902330E0,9.528798466E0
1.856115365E0,4.480150044E-1,9.553164482E0,1.233612418E0,9.642897317E0
1.858115365E0,5.820902586E-1,9.474155426E0,1.243189216E0,9.573085685E0
1.860115365E0,7.616553903E-1,9.316138268E0,1.185728431E0,9.422128372E0
1.862115365E0,8.457517624E-1,9.196128845E0,1.164180517E0,9.308028688E0
1.864115365E0,8.286930919E-1,9.136273384E0,1.255160213E0,9.259246770E0
1.866115365E0,7.544727921E-1,9.102754593E0,1.442207217E0,9.247125609E0
1.868115365E0,6.539163589E-1,9.076418877E0,1.648108602E0,9.247986170E0
1.870115365E0,5.629366636E-1,9.052476883E0,1.798943281E0,9.246644382E0
1.872115365E0,4.935048223E-1,9.040505409E0,1.868375182E0,9.244734225E0
1.874115365E0,4.288613796E-1,9.057265282E0,1.885134578E0,9.261301682E0
1.876115365E0,3.737947345E-1,9.117119789E0,1.892317176E0,9.318930199E0
1.878115365E0,3.235165179E-1,9.205705643E0,1.870769382E0,9.399439206E0
1.880115365E0,2.923918962E-1,9.294589996E0,1.825279474E0,9.476631331E0
1.882115365E0,3.259107172E-1,9.361627579E0,1.818096876E0,9.542104850E0
1.884115365E0,4.240729809E-1,9.409511566E0,1.856404185E0,9.600259492E0
1.886115365E0,5.509656668E-1,9.457395554E0,1.916259170E0,9.665295807E0
1.888115365E0,6.563105583E-1,9.505280495E0,1.976413488E0,9.730740522E0
1.890115365E0,7.281365991E-1,9.543587685E0,2.038662672E0,9.786030569E0
1.892115365E0,7.664438486E-1,9.577106476E0,2.105700493E0,9.835770391E0
1.894115365E0,7.808090448E-1,9.608230591E0,2.172738075E0,9.881728017E0
1.896115365E0,7.784148455E-1,9.634567261E0,2.215833664E0,9.916689710E0
1.898115365E0,7.688380480E-1,9.641749382E0,2.249352455E0,9.930459685E0
1.900115365E0,7.568669915E-1,9.641749382E0,2.268506050E0,9.933896440E0
1.902115365E0,7.377133965E-1,9.636960983E0,2.280477047E0,9.930549512E0
1.904115365E0,7.185598016E-1,9.636960983E0,2.290053844E0,9.931348941E0
1.906115365E0,6.994061470E-1,9.629778862E0,2.313995838E0,9.928564178E0
1.908115365E0,6.754641533E-1,9.617807388E0,2.357091665E0,9.925439633E0
1.910115365E0,6.443395615E-1,9.603442192E0,2.407369852E0,9.921527353E0
1.912115365E0,6.251859069E-1,9.603442192E0,2.462436438E0,9.933808563E0
1.914115365E0,6.084265113E-1,9.615413666E0,2.527379274E0,9.960622911E0
1.916115365E0,5.940613151E-1,9.624990463E0,2.608782053E0,9.989949653E0
1.918115365E0,5.820902586E-1,9.629778862E0,2.704550028E0,1.001928445E1
1.920115365E0,5.773018599E-1,9.634567261E0,2.802712440E0,1.005054032E1
1.922115365E0,5.629366636E-1,9.644144058E0,2.900874615E0,1.008669846E1
1.924115365E0,5.485714674E-1,9.665691376E0,2.994248390E0,1.013370830E1
1.926115365E0,5.437830687E-1,9.689633369E0,3.097498417E0,1.018720724E1
1.928115365E0,5.485714674E-1,9.706393242E0,3.214814425E0,1.023963047E1
1.930115365E0,5.557540655E-1,9.711181641E0,3.344101191E0,1.028586040E1
1.932115365E0,5.485714674E-1,9.715970039E0,3.466205597E0,1.033032360E1
1.934115365E0,5.366004705E-1,9.718363762E0,3.571550369E0,1.036776284E1
1.936115365E0,5.174468160E-1,9.711181641E0,3.681982994E0,1.039864409E1
1.938115365E0,4.911106229E-1,9.696816444E0,3.789721966E0,1.042264033E1
1.940115365E0,4.695627987E-1,9.682451248E0,3.885490179E0,1.044353318E1
1.942115365E0,4.504092038E-1,9.665691376E0,3.976469755E0,1.046139426E1
1.944115365E0,4.384381771E-1,9.648932457E0,4.065055370E0,1.047944659E1
1.946115365E0,4.312555790E-1,9.634567261E0,4.146458149E0,1.049780848E1
1.948115365E0,4.360439777E-1,9.624990463E0,4.220977783E0,1.051889867E1
1.950115365E0,4.408323765E-1,9.613018990E0,4.273650169E0,1.052941371E1
1.952115365E0,4.384381771E-1,9.601048470E0,4.292803764E0,1.052618278E1
1.954115365E0,4.336497784E-1,9.584288597E0,4.292803764E0,1.051069951E1
1.956115365E0,4.240729809E-1,9.562741280E0,4.283226967E0,1.048674840E1
1.958115365E0,4.192845821E-1,9.545981407E0,4.264073372E0,1.046345461E1
1.960115365E0,4.121019542E-1,9.538799286E0,4.232948780E0,1.044396358E1
1.962115365E0,4.073135555E-1,9.536404610E0,4.194342136E0,1.042599747E1
1.964115365E0,4.097077549E-1,9.526827812E0,4.146458149E0,1.039814521E1
1.966115365E0,4.144961834E-1,9.519645691E0,4.096179962E0,1.037179596E1
1.968115365E0,4.264671803E-1,9.514857292E0,4.048295975E0,1.034906198E1
1.970115365E0,4.384381771E-1,9.502885818E0,3.993229151E0,1.031711907E1
1.972115365E0,4.480150044E-1,9.488520622E0,3.930979967E0,1.028033776E1
1.974115365E0,4.599860013E-1,9.464578629E0,3.868730783E0,1.023508249E1
1.976115365E0,4.719569981E-1,9.440636635E0,3.804087162E0,1.018918263E1
1.978115365E0,4.887164235E-1,9.423876762E0,3.749020576E0,1.015398701E1
1.980115365E0,5.102642179E-1,9.421483040E0,3.705924988E0,1.013699128E1
1.982115365E0,5.342062712E-1,9.423876762E0,3.674800396E0,1.012911583E1
1.984115365E0,5.677250624E-1,9.423876762E0,3.653252602E0,1.012314277E1
1.986115365E0,6.012439132E-1,9.421483040E0,3.638587952E0,1.011756686E1
1.988115365E0,6.299743056E-1,9.428665161E0,3.645770550E0,1.012858516E1
1.990115365E0,6.563105583E-1,9.445425034E0,3.670011997E0,1.015459431E1
1.992115365E0,6.706757545E-1,9.466972351E0,3.698742390E0,1.018597402E1
1.994115365E0,6.730699539E-1,9.483732224E0,3.734655380E0,1.021478589E1
1.996115365E0,6.682815552E-1,9.493309021E0,3.780145168E0,1.024006904E1
1.998115365E0,6.587047577E-1,9.498097420E0,3.832817554E0,1.026344177E1
2.000115365E0,6.419453025E-1,9.502885818E0,3.892672777E0,1.028930678E1
2.002115365E0,6.180033088E-1,9.512462616E0,3.954921961E0,1.032038182E1
2.004115365E0,5.940613151E-1,9.514857292E0,4.024353981E0,1.034798739E1
2.006115365E0,5.677250624E-1,9.510068893E0,4.103362560E0,1.037310495E1
2.008115365E0,5.389946699E-1,9.507674217E0,4.184765339E0,1.040185778E1
2.010115365E0,5.102642179E-1,9.502885818E0,4.259284973E0,1.042625134E1
2.012115365E0,4.719569981E-1,9.500492096E0,4.321534157E0,1.044785868E1
2.014115365E0,4.288613796E-1,9.502885818E0,4.371812344E0,1.046907370E1
